,x
137198,149026
137199,141004
137200,95400
137201,47351
137202,34143
137203,161243
137204,87819
137205,74153
137206,115064
137207,153755
137208,68053
137209,81276
137210,112202
137211,150998
137212,92441
137213,79198
137214,111594
137215,167021
137216,165008
137217,51686
137218,10735
137219,55510
137220,42687
137221,158397
137222,19972
137223,136362
137224,169150
137225,97813
137226,151910
137227,104916
137228,76525
137229,56882
137230,25668
137231,26567
137232,83535
137233,25969
137234,28803
137235,126653
137236,133123
137237,54111
137238,125506
137239,61202
137240,29439
137241,194046
137242,157358
137243,153274
137244,19441
137245,71304
137246,91959
137247,72012
137248,5767
137249,158
137250,79101
137251,159370
137252,169831
137253,150496
137254,151385
137255,188175
137256,77789
137257,71686
137258,5377
137259,93347
137260,33227
137261,144819
137262,190621
137263,150997
137264,70254
137265,142467
137266,19125
137267,96167
137268,183772
137269,195993
137270,59096
137271,105119
137272,195183
137273,122653
137274,39541
137275,159378
137276,107746
137277,32513
137278,5929
137279,141306
137280,73146
137281,145954
137282,172624
137283,87480
137284,145142
137285,568
137286,12697
137287,44208
137288,176144
137289,68138
137290,75647
137291,112071
137292,22955
137293,35006
137294,177103
137295,87305
137296,83691
137297,115104
137298,94838
137299,124254
137300,75279
137301,67679
137302,83904
137303,19813
137304,82571
137305,109962
137306,29392
137307,73554
137308,153310
137309,60695
137310,70364
137311,53798
137312,25796
137313,33276
137314,7257
137315,58182
137316,30897
137317,131471
137318,101473
137319,186352
137320,57690
137321,191402
137322,160119
137323,102070
137324,107145
137325,48720
137326,89543
137327,65802
137328,103073
137329,163747
137330,78861
137331,51459
137332,96413
137333,168598
137334,165905
137335,72958
137336,37455
137337,26855
137338,113354
137339,18754
137340,155388
137341,28984
137342,42058
137343,109710
137344,35759
137345,70443
137346,15624
137347,40448
137348,10523
137349,92269
137350,104748
137351,129546
137352,188743
137353,91993
137354,127823
137355,121327
137356,178071
137357,124478
137358,25117
137359,31705
137360,59977
137361,158901
137362,67878
137363,25596
137364,8724
137365,148883
137366,74723
137367,105525
137368,137622
137369,26136
137370,85284
137371,87671
137372,195669
137373,158762
137374,168360
137375,188577
137376,98468
137377,70997
137378,21883
137379,137636
137380,83175
137381,65179
137382,43932
137383,110973
137384,22628
137385,156021
137386,155249
137387,117565
137388,165364
137389,189546
137390,137442
137391,151546
137392,75032
137393,99154
137394,107954
137395,132402
137396,170640
137397,173052
137398,123553
137399,170251
137400,93988
137401,83480
137402,119406
137403,116811
137404,3437
137405,92844
137406,30450
137407,150235
137408,180407
137409,20667
137410,150945
137411,118015
137412,48844
137413,188236
137414,171328
137415,3478
137416,47506
137417,158083
137418,52041
137419,149696
137420,161357
137421,135899
137422,120339
137423,42916
137424,84143
137425,32262
137426,68352
137427,52291
137428,70840
137429,47836
137430,91795
137431,15527
137432,183794
137433,5237
137434,142042
137435,186613
137436,69411
137437,107929
137438,108877
137439,22030
137440,115093
137441,69242
137442,30731
137443,178178
137444,100293
137445,61740
137446,183029
137447,111795
137448,99337
137449,76345
137450,102990
137451,152488
137452,131389
137453,118038
137454,189326
137455,113725
137456,109261
137457,173165
137458,177341
137459,32408
137460,78238
137461,146623
137462,1689
137463,48196
137464,28432
137465,181074
137466,153939
137467,166560
137468,130223
137469,94338
137470,155560
137471,171849
137472,105426
137473,69898
137474,64864
137475,99422
137476,135021
137477,84219
137478,155297
137479,182452
137480,114487
137481,163762
137482,164792
137483,20329
137484,193634
137485,180071
137486,99789
137487,52535
137488,156438
137489,117018
137490,30487
137491,7181
137492,113848
137493,153532
137494,34294
137495,76081
137496,57901
137497,54876
137498,144290
137499,118708
137500,76179
137501,9952
137502,13828
137503,93237
137504,128439
137505,154949
137506,97679
137507,125047
137508,122754
137509,133973
137510,107770
137511,197346
137512,42055
137513,51790
137514,14125
137515,838
137516,120448
137517,46577
137518,181325
137519,111765
137520,95154
137521,194880
137522,121909
137523,152362
137524,118249
137525,165255
137526,7677
137527,184533
137528,48491
137529,69916
137530,90270
137531,187436
137532,49168
137533,17997
137534,95771
137535,166244
137536,63842
137537,110231
137538,37070
137539,80853
137540,63007
137541,128747
137542,4169
137543,36759
137544,9679
137545,119932
137546,54959
137547,103297
137548,41763
137549,144945
137550,63435
137551,125762
137552,30825
137553,89717
137554,152451
137555,21230
137556,22564
137557,156678
137558,161091
137559,77472
137560,125900
137561,187156
137562,40209
137563,105433
137564,96453
137565,50015
137566,78786
137567,179178
137568,105874
137569,39870
137570,687
137571,35320
137572,30452
137573,42484
137574,114206
137575,190268
137576,160215
137577,62501
137578,154240
137579,25972
137580,69941
137581,154728
137582,63496
137583,128704
137584,115022
137585,128110
137586,133815
137587,170332
137588,148675
137589,197318
137590,138651
137591,66716
137592,167292
137593,185618
137594,69492
137595,116439
137596,79841
137597,57159
137598,71026
137599,3024
137600,166506
137601,138964
137602,43056
137603,88112
137604,132205
137605,168240
137606,46912
137607,56834
137608,37694
137609,140264
137610,148564
137611,48416
137612,85674
137613,34939
137614,117783
137615,59545
137616,84690
137617,62499
137618,180778
137619,62136
137620,54554
137621,23003
137622,49777
137623,53770
137624,163500
137625,140672
137626,50780
137627,91882
137628,47711
137629,196789
137630,152189
137631,100201
137632,130680
137633,66521
137634,1422
137635,160944
137636,106981
137637,69747
137638,176236
137639,123417
137640,195528
137641,166302
137642,43991
137643,14217
137644,167107
137645,70223
137646,164428
137647,88363
137648,165623
137649,139529
137650,153889
137651,136181
137652,55217
137653,137649
137654,5040
137655,84389
137656,115991
137657,155743
137658,42987
137659,10800
137660,19061
137661,62039
137662,16249
137663,167763
137664,60797
137665,1883
137666,122115
137667,55673
137668,19819
137669,161998
137670,151918
137671,5232
137672,102272
137673,62695
137674,158204
137675,68218
137676,37721
137677,36674
137678,149867
137679,16163
137680,173356
137681,181531
137682,187988
137683,148853
137684,75405
137685,40230
137686,48816
137687,5333
137688,13636
137689,36449
137690,72372
137691,149531
137692,160499
137693,192393
137694,170372
137695,56969
137696,8325
137697,45094
137698,46571
137699,99832
137700,80442
137701,69968
137702,60460
137703,168214
137704,108333
137705,119785
137706,60873
137707,95617
137708,104100
137709,67051
137710,97752
137711,19684
137712,167133
137713,98366
137714,107301
137715,47432
137716,76906
137717,74235
137718,85808
137719,50336
137720,190975
137721,194193
137722,177440
137723,133607
137724,16381
137725,66222
137726,156157
137727,4145
137728,62763
137729,157731
137730,32774
137731,192317
137732,76870
137733,112000
137734,58695
137735,42346
137736,28101
137737,22692
137738,144862
137739,116049
137740,44556
137741,107047
137742,63987
137743,125484
137744,165787
137745,106347
137746,55792
137747,141973
137748,33371
137749,177944
137750,86214
137751,174499
137752,2457
137753,79824
137754,18871
137755,146777
137756,184950
137757,2310
137758,161142
137759,174478
137760,146692
137761,41091
137762,39768
137763,68012
137764,110465
137765,85693
137766,165029
137767,41189
137768,119606
137769,190934
137770,30142
137771,61234
137772,55229
137773,127973
137774,115205
137775,64498
137776,167632
137777,121579
137778,97460
137779,147213
137780,27855
137781,107285
137782,149567
137783,31044
137784,17994
137785,126842
137786,103126
137787,120715
137788,173803
137789,55379
137790,170611
137791,129122
137792,121833
137793,163665
137794,129101
137795,73718
137796,94986
137797,64356
137798,53068
137799,47221
137800,162316
137801,15353
137802,58075
137803,50710
137804,81797
137805,2035
137806,163878
137807,86808
137808,140583
137809,190936
137810,95328
137811,106297
137812,197294
137813,107339
137814,104773
137815,76445
137816,54988
137817,172316
137818,37583
137819,147408
137820,116749
137821,33149
137822,151081
137823,49423
137824,10020
137825,17778
137826,150917
137827,44283
137828,94703
137829,70683
137830,116995
137831,124683
137832,8951
137833,51750
137834,129952
137835,67837
137836,76017
137837,103411
137838,195792
137839,108006
137840,158451
137841,22996
137842,140243
137843,11892
137844,73865
137845,25625
137846,82846
137847,29296
137848,108569
137849,183289
137850,100540
137851,158453
137852,183470
137853,7877
137854,78702
137855,165970
137856,8787
137857,136245
137858,17076
137859,104600
137860,130230
137861,125767
137862,15195
137863,59340
137864,83425
137865,133229
137866,150075
137867,22136
137868,179719
137869,184964
137870,185592
137871,128015
137872,175974
137873,106495
137874,162284
137875,139388
137876,6370
137877,165774
137878,143151
137879,102654
137880,29123
137881,7604
137882,183090
137883,18687
137884,24813
137885,78287
137886,135023
137887,51317
137888,20392
137889,140570
137890,174887
137891,115899
137892,72474
137893,52348
137894,32728
137895,87050
137896,27587
137897,105650
137898,73134
137899,158437
137900,129613
137901,108196
137902,88358
137903,132180
137904,6051
137905,166019
137906,90984
137907,23565
137908,51531
137909,77682
137910,140671
137911,155676
137912,78229
137913,29852
137914,62441
137915,195759
137916,14623
137917,175625
137918,100244
137919,1274
137920,121386
137921,135218
137922,95841
137923,166370
137924,90243
137925,44513
137926,6582
137927,2261
137928,68712
137929,166877
137930,45438
137931,120469
137932,194329
137933,111308
137934,107357
137935,96466
137936,149364
137937,74742
137938,146900
137939,16168
137940,17071
137941,57312
137942,190442
137943,180196
137944,180239
137945,177324
137946,83534
137947,185745
137948,18522
137949,163758
137950,88135
137951,91426
137952,141838
137953,45025
137954,98988
137955,179739
137956,8430
137957,196106
137958,175620
137959,158384
137960,106497
137961,148381
137962,116998
137963,139087
137964,57134
137965,174683
137966,49811
137967,183284
137968,160652
137969,73396
137970,32432
137971,144952
137972,184698
137973,106239
137974,42980
137975,176874
137976,151617
137977,80938
137978,86258
137979,143251
137980,41161
137981,159457
137982,180665
137983,175279
137984,197184
137985,33358
137986,135339
137987,54081
137988,103891
137989,62946
137990,183990
137991,89825
137992,56146
137993,152458
137994,24297
137995,20065
137996,103390
137997,64991
137998,131893
137999,100400
138000,148067
138001,90154
138002,157047
138003,58948
138004,69137
138005,52607
138006,58647
138007,33243
138008,154008
138009,177210
138010,172993
138011,38688
138012,118884
138013,153746
138014,71627
138015,147445
138016,185031
138017,165954
138018,175628
138019,129350
138020,191735
138021,28009
138022,20581
138023,85493
138024,112524
138025,106226
138026,80481
138027,109403
138028,70920
138029,21910
138030,44027
138031,141087
138032,165600
138033,27139
138034,161285
138035,85837
138036,757
138037,143903
138038,188129
138039,84420
138040,84189
138041,171925
138042,8051
138043,82092
138044,153093
138045,5852
138046,66912
138047,121744
138048,177009
138049,123631
138050,60494
138051,101064
138052,70541
138053,117964
138054,94332
138055,41906
138056,30844
138057,23378
138058,79223
138059,166393
138060,124335
138061,107215
138062,158452
138063,38899
138064,114201
138065,73629
138066,172312
138067,21886
138068,109314
138069,79631
138070,21646
138071,167551
138072,192376
138073,36655
138074,21828
138075,5527
138076,166223
138077,163038
138078,188417
138079,42740
138080,171861
138081,125501
138082,115588
138083,128996
138084,94735
138085,74759
138086,36929
138087,19935
138088,129567
138089,49118
138090,105654
138091,196360
138092,33731
138093,37987
138094,59107
138095,16811
138096,21222
138097,52441
138098,45318
138099,19683
138100,62871
138101,142495
138102,187165
138103,128401
138104,164609
138105,138324
138106,191759
138107,168932
138108,197396
138109,19133
138110,191138
138111,177427
138112,66890
138113,179043
138114,87077
138115,114934
138116,28499
138117,22498
138118,71802
138119,22029
138120,105350
138121,91468
138122,178861
138123,76832
138124,130177
138125,135636
138126,140631
138127,131903
138128,23897
138129,72667
138130,193879
138131,181317
138132,5264
138133,192571
138134,169733
138135,92873
138136,154769
138137,3140
138138,116606
138139,8583
138140,171005
138141,41021
138142,68891
138143,47664
138144,162020
138145,137495
138146,102329
138147,115914
138148,192983
138149,38103
138150,5480
138151,159768
138152,42437
138153,116683
138154,188418
138155,23150
138156,153666
138157,73349
138158,98680
138159,147211
138160,160929
138161,14917
138162,105376
138163,53386
138164,19676
138165,187313
138166,166727
138167,84599
138168,167475
138169,181236
138170,42448
138171,124820
138172,156633
138173,78406
138174,17494
138175,135787
138176,72614
138177,191540
138178,133750
138179,107754
138180,66975
138181,168655
138182,73785
138183,45072
138184,55167
138185,93157
138186,165505
138187,179557
138188,149305
138189,33247
138190,162019
138191,9223
138192,72093
138193,20639
138194,69028
138195,98914
138196,161026
138197,13936
138198,104664
138199,153152
138200,182908
138201,24786
138202,93861
138203,63679
138204,27682
138205,43630
138206,181995
138207,42560
138208,55291
138209,54319
138210,147485
138211,108637
138212,60384
138213,135275
138214,172980
138215,140047
138216,95632
138217,189810
138218,75088
138219,92201
138220,193153
138221,18628
138222,112376
138223,37747
138224,79504
138225,26299
138226,131985
138227,134318
138228,113608
138229,152469
138230,152076
138231,98955
138232,45796
138233,187911
138234,104537
138235,19365
138236,26604
138237,54021
138238,57581
138239,55883
138240,176770
138241,191235
138242,39669
138243,61266
138244,135243
138245,34338
138246,194407
138247,34848
138248,130874
138249,38160
138250,184406
138251,76256
138252,89199
138253,166147
138254,101024
138255,159241
138256,97102
138257,27868
138258,138444
138259,55355
138260,31704
138261,75176
138262,144665
138263,74194
138264,169585
138265,126147
138266,18026
138267,37779
138268,16157
138269,16440
138270,148106
138271,127239
138272,29725
138273,87775
138274,52683
138275,18623
138276,56431
138277,71827
138278,15905
138279,70855
138280,3514
138281,162601
138282,137097
138283,76642
138284,145802
138285,146051
138286,126222
138287,163697
138288,94547
138289,195213
138290,27320
138291,4500
138292,53063
138293,189279
138294,12954
138295,125056
138296,125173
138297,170530
138298,154550
138299,19089
138300,46557
138301,41160
138302,104051
138303,7830
138304,61966
138305,10179
138306,130391
138307,194330
138308,136011
138309,46879
138310,149763
138311,117003
138312,39066
138313,146953
138314,4419
138315,21501
138316,95482
138317,153469
138318,132853
138319,144172
138320,34396
138321,61770
138322,132029
138323,103569
138324,41230
138325,157139
138326,173833
138327,132909
138328,147343
138329,33991
138330,1827
138331,46099
138332,99737
138333,28026
138334,169507
138335,126699
138336,153448
138337,877
138338,111243
138339,33224
138340,75867
138341,79899
138342,32234
138343,182595
138344,38425
138345,160398
138346,55609
138347,28297
138348,102801
138349,44698
138350,108911
138351,46428
138352,87588
138353,26219
138354,102287
138355,58616
138356,109820
138357,86465
138358,82504
138359,162878
138360,161924
138361,102874
138362,145675
138363,188054
138364,15319
138365,178969
138366,139351
138367,7403
138368,114968
138369,83111
138370,91278
138371,110578
138372,36269
138373,153968
138374,126019
138375,63034
138376,139750
138377,121385
138378,24202
138379,55506
138380,182102
138381,74883
138382,87754
138383,104800
138384,90852
138385,144698
138386,80096
138387,82949
138388,113601
138389,23947
138390,122999
138391,93434
138392,20030
138393,82756
138394,172997
138395,94304
138396,14804
138397,61819
138398,143338
138399,47124
138400,37727
138401,84256
138402,63225
138403,28667
138404,120945
138405,28225
138406,13193
138407,174726
138408,160009
138409,144175
138410,170068
138411,62452
138412,144722
138413,158575
138414,145608
138415,81483
138416,159389
138417,95512
138418,94015
138419,81059
138420,29399
138421,68921
138422,160962
138423,5393
138424,22513
138425,106565
138426,193431
138427,37413
138428,18163
138429,57041
138430,22155
138431,5129
138432,45913
138433,49999
138434,31002
138435,14422
138436,117075
138437,57310
138438,71688
138439,90037
138440,84208
138441,75852
138442,152714
138443,59255
138444,61680
138445,129637
138446,65448
138447,10264
138448,180717
138449,112853
138450,31379
138451,167242
138452,50299
138453,170656
138454,149835
138455,35521
138456,141320
138457,156705
138458,163404
138459,155788
138460,124697
138461,134849
138462,105722
138463,85532
138464,165133
138465,14960
138466,144946
138467,12258
138468,150926
138469,108231
138470,6271
138471,127859
138472,169161
138473,125412
138474,85589
138475,156385
138476,140298
138477,91077
138478,4999
138479,197578
138480,196410
138481,136407
138482,96921
138483,134833
138484,113628
138485,45676
138486,117370
138487,76302
138488,127811
138489,156523
138490,133612
138491,13537
138492,100252
138493,147149
138494,128090
138495,159247
138496,194971
138497,124359
138498,157548
138499,168746
138500,34168
138501,109718
138502,86224
138503,177371
138504,141450
138505,4407
138506,33848
138507,164174
138508,157333
138509,28730
138510,127008
138511,96394
138512,35268
138513,168213
138514,91238
138515,6040
138516,149953
138517,196444
138518,92405
138519,174126
138520,109341
138521,184831
138522,111689
138523,56521
138524,20036
138525,195491
138526,90935
138527,57517
138528,40237
138529,65737
138530,163535
138531,177892
138532,33755
138533,166453
138534,92153
138535,129428
138536,104643
138537,130419
138538,173395
138539,162632
138540,183379
138541,178847
138542,96827
138543,78327
138544,187472
138545,182683
138546,115948
138547,72818
138548,195454
138549,189188
138550,5756
138551,3013
138552,188295
138553,93227
138554,62833
138555,67319
138556,50706
138557,6126
138558,111484
138559,159686
138560,60038
138561,196276
138562,98642
138563,42314
138564,4036
138565,187536
138566,118035
138567,84941
138568,135742
138569,61655
138570,152876
138571,188090
138572,11469
138573,103653
138574,168378
138575,47687
138576,31689
138577,148315
138578,67
138579,189169
138580,127240
138581,186894
138582,57186
138583,129381
138584,81459
138585,1395
138586,152643
138587,99040
138588,17991
138589,45371
138590,120743
138591,57337
138592,58451
138593,174047
138594,158539
138595,169375
138596,109248
138597,127952
138598,91201
138599,99569
138600,863
138601,9883
138602,6825
138603,49150
138604,26730
138605,6686
138606,142245
138607,111640
138608,33681
138609,174665
138610,151888
138611,164438
138612,100219
138613,107284
138614,12103
138615,134813
138616,18407
138617,92492
138618,133610
138619,60747
138620,45093
138621,135371
138622,166216
138623,16018
138624,42416
138625,77115
138626,92206
138627,111091
138628,164449
138629,197710
138630,83992
138631,59080
138632,178115
138633,97340
138634,70145
138635,68088
138636,174975
138637,68041
138638,68010
138639,121027
138640,41062
138641,92054
138642,197150
138643,153046
138644,102189
138645,104647
138646,101836
138647,85110
138648,753
138649,95833
138650,169551
138651,177520
138652,162389
138653,71115
138654,57155
138655,89921
138656,106995
138657,73708
138658,51679
138659,162842
138660,115157
138661,68717
138662,126190
138663,195366
138664,24693
138665,26720
138666,166778
138667,119182
138668,124553
138669,70341
138670,79910
138671,105166
138672,115155
138673,125816
138674,95139
138675,46380
138676,168862
138677,9964
138678,193049
138679,19283
138680,125386
138681,164491
138682,144900
138683,110357
138684,53223
138685,194535
138686,13181
138687,2958
138688,14384
138689,21570
138690,135961
138691,87111
138692,84440
138693,189367
138694,162300
138695,21448
138696,130803
138697,131908
138698,172356
138699,53576
138700,23432
138701,92565
138702,143373
138703,197070
138704,161681
138705,117959
138706,186842
138707,192908
138708,84603
138709,193574
138710,7621
138711,44832
138712,131931
138713,149520
138714,84174
138715,42062
138716,117103
138717,127636
138718,41903
138719,30066
138720,3916
138721,25192
138722,107624
138723,118356
138724,173117
138725,172652
138726,42256
138727,41035
138728,96454
138729,17797
138730,63773
138731,66725
138732,80316
138733,44922
138734,18650
138735,74760
138736,30482
138737,155171
138738,182008
138739,119206
138740,123573
138741,192169
138742,192609
138743,21950
138744,7720
138745,81191
138746,32744
138747,79271
138748,5520
138749,170970
138750,31996
138751,107111
138752,175381
138753,37972
138754,115268
138755,181487
138756,77001
138757,184558
138758,42842
138759,185539
138760,18933
138761,76001
138762,109055
138763,180504
138764,160465
138765,48275
138766,61861
138767,35680
138768,152548
138769,85591
138770,163142
138771,121280
138772,154776
138773,116972
138774,29562
138775,181539
138776,135457
138777,37428
138778,2654
138779,172025
138780,31359
138781,83528
138782,186935
138783,109818
138784,23535
138785,117902
138786,44700
138787,147047
138788,153285
138789,98493
138790,196428
138791,58556
138792,18803
138793,30517
138794,165124
138795,176378
138796,127196
138797,47536
138798,191137
138799,168855
138800,32667
138801,97976
138802,57104
138803,97255
138804,114747
138805,18278
138806,31545
138807,8658
138808,116580
138809,127960
138810,150479
138811,104587
138812,9357
138813,32343
138814,188335
138815,63309
138816,109906
138817,65650
138818,42761
138819,39619
138820,134912
138821,87675
138822,182794
138823,86229
138824,174546
138825,163249
138826,109110
138827,37491
138828,99304
138829,41870
138830,43164
138831,13020
138832,89716
138833,135954
138834,26685
138835,85112
138836,59635
138837,181501
138838,64824
138839,96070
138840,115324
138841,117206
138842,71582
138843,84269
138844,123796
138845,114863
138846,191500
138847,73791
138848,51018
138849,94685
138850,84030
138851,161807
138852,182963
138853,88796
138854,156532
138855,121426
138856,82610
138857,86385
138858,194180
138859,33495
138860,90724
138861,84948
138862,191985
138863,72913
138864,142779
138865,81970
138866,6862
138867,49289
138868,91973
138869,169387
138870,58674
138871,80324
138872,98318
138873,77255
138874,56786
138875,2656
138876,38100
138877,44421
138878,13815
138879,106148
138880,194896
138881,70156
138882,50300
138883,16625
138884,175243
138885,43183
138886,46194
138887,98474
138888,58689
138889,20650
138890,14355
138891,105682
138892,58071
138893,181351
138894,109754
138895,122244
138896,82966
138897,188082
138898,11036
138899,192595
138900,52423
138901,22378
138902,145053
138903,161512
138904,87682
138905,183849
138906,60117
138907,157129
138908,129454
138909,125711
138910,189501
138911,35911
138912,192962
138913,54914
138914,31957
138915,111116
138916,49601
138917,12242
138918,35023
138919,113606
138920,23608
138921,138244
138922,57095
138923,36889
138924,41504
138925,107311
138926,7318
138927,115631
138928,97617
138929,193997
138930,20362
138931,135004
138932,63345
138933,90460
138934,78016
138935,114314
138936,101365
138937,133752
138938,165131
138939,78408
138940,135984
138941,190639
138942,77394
138943,138166
138944,169941
138945,44238
138946,85769
138947,185699
138948,122280
138949,110300
138950,11825
138951,47586
138952,11596
138953,140155
138954,133162
138955,172639
138956,102413
138957,135646
138958,36786
138959,163325
138960,175308
138961,111409
138962,13803
138963,24686
138964,185962
138965,158588
138966,90254
138967,180232
138968,175561
138969,74373
138970,80266
138971,143828
138972,138274
138973,46776
138974,42369
138975,157407
138976,170325
138977,95406
138978,172656
138979,116272
138980,184173
138981,30182
138982,58459
138983,166848
138984,1882
138985,75013
138986,90176
138987,70821
138988,18021
138989,175409
138990,97685
138991,164103
138992,69837
138993,28910
138994,112864
138995,4010
138996,21168
138997,154203
138998,151840
138999,12328
139000,47307
139001,65751
139002,118999
139003,109814
139004,35130
139005,136887
139006,185512
139007,2298
139008,179024
139009,21104
139010,96475
139011,46209
139012,86458
139013,40112
139014,190318
139015,4882
139016,150893
139017,89122
139018,69490
139019,139803
139020,73561
139021,178150
139022,23803
139023,53411
139024,3940
139025,50282
139026,38699
139027,181160
139028,115742
139029,65796
139030,134354
139031,75543
139032,24437
139033,78325
139034,146460
139035,191542
139036,142221
139037,117970
139038,36020
139039,174733
139040,6626
139041,121758
139042,45687
139043,182752
139044,173486
139045,172553
139046,45541
139047,25530
139048,180845
139049,188596
139050,118100
139051,39363
139052,2804
139053,179835
139054,27014
139055,12791
139056,54757
139057,145243
139058,16938
139059,83630
139060,63382
139061,133431
139062,84010
139063,48385
139064,96270
139065,26512
139066,8050
139067,149938
139068,67775
139069,187550
139070,129473
139071,112844
139072,181749
139073,17924
139074,27519
139075,117078
139076,3020
139077,149336
139078,15172
139079,80956
139080,188377
139081,42270
139082,15513
139083,111353
139084,128943
139085,57409
139086,49537
139087,116387
139088,37266
139089,187312
139090,75912
139091,159682
139092,174379
139093,173380
139094,188539
139095,33662
139096,88553
139097,78366
139098,108108
139099,144711
139100,60079
139101,74987
139102,47527
139103,94663
139104,91602
139105,121621
139106,136369
139107,36628
139108,19064
139109,49800
139110,13273
139111,36125
139112,168425
139113,95369
139114,168960
139115,28557
139116,96575
139117,161309
139118,132154
139119,24144
139120,59968
139121,162643
139122,164733
139123,188917
139124,54154
139125,189314
139126,57873
139127,96721
139128,99608
139129,29224
139130,26671
139131,25153
139132,81603
139133,40065
139134,12289
139135,4247
139136,82391
139137,172182
139138,1536
139139,2925
139140,27593
139141,95688
139142,162987
139143,186618
139144,134357
139145,19259
139146,133996
139147,29750
139148,25383
139149,46042
139150,141978
139151,126611
139152,60656
139153,197226
139154,121640
139155,84840
139156,6201
139157,162622
139158,110972
139159,92688
139160,181168
139161,38991
139162,44841
139163,57908
139164,172136
139165,152794
139166,73591
139167,154110
139168,12929
139169,133332
139170,169858
139171,64281
139172,76013
139173,181124
139174,11958
139175,115241
139176,92335
139177,98571
139178,32973
139179,175927
139180,33537
139181,143967
139182,162486
139183,161471
139184,14067
139185,23661
139186,193045
139187,186031
139188,145217
139189,70144
139190,74029
139191,20850
139192,108295
139193,77933
139194,123497
139195,44363
139196,2405
139197,110831
139198,135215
139199,119136
139200,62773
139201,34387
139202,95108
139203,52948
139204,133988
139205,123654
139206,178735
139207,26803
139208,14141
139209,145409
139210,129847
139211,176489
139212,37291
139213,108510
139214,6094
139215,176896
139216,186626
139217,134869
139218,67327
139219,99303
139220,174725
139221,109724
139222,127202
139223,7114
139224,55616
139225,115250
139226,70343
139227,172612
139228,91850
139229,126572
139230,188084
139231,144493
139232,63743
139233,39747
139234,15236
139235,121465
139236,98058
139237,45118
139238,6056
139239,188346
139240,41321
139241,80542
139242,81899
139243,20412
139244,119036
139245,143781
139246,96117
139247,180805
139248,56657
139249,184609
139250,42808
139251,98519
139252,53670
139253,83416
139254,99645
139255,11963
139256,104828
139257,129482
139258,2031
139259,124936
139260,61709
139261,152707
139262,172472
139263,149071
139264,4611
139265,140495
139266,114882
139267,182333
139268,120891
139269,94879
139270,173521
139271,13030
139272,163043
139273,101795
139274,132012
139275,35978
139276,72000
139277,17379
139278,109882
139279,114896
139280,117760
139281,176084
139282,189117
139283,29918
139284,89648
139285,103726
139286,20360
139287,13064
139288,182902
139289,185783
139290,181326
139291,60557
139292,94570
139293,82494
139294,98697
139295,61000
139296,58764
139297,27603
139298,45967
139299,88670
139300,36098
139301,22440
139302,155072
139303,85562
139304,89896
139305,68389
139306,43252
139307,109899
139308,121847
139309,160744
139310,63224
139311,114203
139312,137573
139313,87267
139314,13443
139315,162430
139316,186383
139317,23700
139318,72072
139319,184508
139320,144263
139321,143095
139322,41228
139323,157762
139324,82654
139325,95201
139326,190614
139327,129308
139328,87236
139329,43436
139330,102375
139331,49748
139332,154501
139333,2063
139334,123219
139335,177970
139336,64772
139337,190623
139338,86956
139339,72816
139340,62611
139341,171816
139342,179772
139343,110444
139344,94079
139345,84686
139346,53018
139347,152884
139348,92952
139349,82707
139350,71171
139351,45730
139352,139317
139353,101329
139354,25285
139355,15588
139356,23885
139357,70034
139358,23327
139359,1421
139360,49608
139361,18834
139362,188195
139363,53203
139364,127577
139365,149119
139366,10616
139367,51782
139368,135827
139369,75818
139370,163508
139371,47496
139372,39728
139373,142311
139374,57173
139375,30549
139376,47651
139377,168829
139378,2099
139379,46277
139380,106852
139381,184409
139382,162380
139383,140137
139384,122920
139385,47893
139386,186476
139387,94968
139388,190872
139389,107845
139390,89545
139391,132610
139392,185781
139393,18077
139394,161762
139395,44984
139396,18237
139397,33162
139398,36843
139399,142595
139400,143803
139401,86738
139402,150049
139403,167309
139404,133033
139405,30119
139406,147768
139407,13175
139408,70307
139409,120635
139410,170063
139411,73637
139412,19850
139413,15022
139414,141343
139415,66681
139416,34924
139417,146178
139418,11461
139419,61853
139420,81597
139421,85331
139422,141142
139423,114341
139424,94322
139425,168640
139426,174626
139427,162011
139428,178063
139429,3189
139430,37399
139431,166578
139432,160444
139433,114797
139434,142667
139435,115583
139436,182751
139437,116437
139438,101914
139439,35753
139440,157712
139441,165226
139442,117694
139443,195185
139444,68856
139445,82138
139446,84589
139447,49191
139448,137169
139449,51282
139450,146015
139451,70577
139452,21408
139453,23714
139454,159914
139455,152963
139456,166726
139457,161910
139458,194215
139459,136874
139460,58995
139461,35702
139462,86661
139463,35622
139464,14207
139465,43037
139466,159747
139467,46286
139468,168769
139469,67180
139470,65689
139471,41259
139472,74850
139473,46133
139474,170166
139475,188288
139476,195518
139477,27279
139478,114835
139479,96567
139480,16143
139481,141014
139482,24132
139483,135559
139484,16842
139485,126127
139486,36384
139487,82276
139488,44708
139489,24678
139490,17976
139491,8547
139492,93127
139493,83187
139494,191065
139495,64895
139496,142690
139497,193247
139498,124052
139499,74880
139500,72459
139501,64673
139502,65385
139503,148328
139504,26774
139505,125542
139506,66567
139507,15997
139508,108382
139509,31894
139510,114763
139511,167403
139512,169760
139513,103342
139514,167554
139515,82538
139516,147155
139517,42250
139518,99133
139519,55439
139520,140878
139521,105017
139522,35124
139523,91639
139524,51300
139525,20999
139526,167273
139527,31206
139528,133008
139529,162060
139530,138833
139531,30490
